COHORT_ID,ACTOR_ID,SESSION_KEY,REQUEST_KEY,EVENT_KEY,REQUEST_TS,LATENCY_MS,ITEM_COUNT,INPUT_TEXT,ENGAGED_POSITIONS,ORDERED_POSITIONS,ORDER_VALUE,ALT_FLOW_STATUS,NORMALIZED_TEXT,TRIGGER_MODE
Baseline,0898b0a3-0c49-401f-acc6-a9a44740db4b,15ac897197f0953b969a64328da89c72,dbd4f706-5eac-47f7-ac34-1dda9ed959da,d85e6b868f02126edb397f23554bbfb2,2026-02-12 23:54:07.215242-05:00,71,15,symbol black 20kg,[8],,,no_aux_response,symbol black 20kg,resultsPage
Baseline,2550c792-7378-4f37-bbf6-33d851919d08,582ce4ecca7f42ebc2961d6baf889873,89b492b5-3ce4-4b1c-bd50-2410aaf3679d,ec915809098116e710d3c29376af652d,2026-02-12 23:55:12.249785-05:00,35,80,tile,,,,no_aux_response,tile,inlineSuggest
Baseline,2550c792-7378-4f37-bbf6-33d851919d08,582ce4ecca7f42ebc2961d6baf889873,f07bb792-64ac-4dfa-8178-b6fd3e3a4b24,a66b3fe629efc5f8042d68fb62aeae5a,2026-02-12 23:55:12.487846-05:00,85,51,hing vinyl,,,,no_aux_response,hing vinyl,inlineSuggest
Baseline,2550c792-7378-4f37-bbf6-33d851919d08,582ce4ecca7f42ebc2961d6baf889873,dd88e570-de3b-487a-8ee0-dc7d070b1740,79f16d95589f6d3e82a6bcfd9322b10a,2026-02-12 23:55:13.808120-05:00,86,40,hinge ivnyl,,,,no_aux_response,hinge ivnyl,inlineSuggest
Baseline,2550c792-7378-4f37-bbf6-33d851919d08,582ce4ecca7f42ebc2961d6baf889873,e208cd6f-22fc-4a3e-8f8c-b34a8d41fac9,d75e3cf09dba4db2befa364d5811b77e,2026-02-12 23:55:14.726604-05:00,64,18,drill,,,,no_aux_response,drill heater,inlineSuggest
Baseline,2550c792-7378-4f37-bbf6-33d851919d08,582ce4ecca7f42ebc2961d6baf889873,43861413-7211-485d-aabf-d76c216f5fa9,16477251d6da7e4277c620b0a90a5b17,2026-02-12 23:55:16.645451-05:00,99,62,tile window,[12],,,no_aux_response,tile window,resultsPage
Baseline,2550c792-7378-4f37-bbf6-33d851919d08,582ce4ecca7f42ebc2961d6baf889873,2ebdc90f-7b52-48df-88fa-04e989eff692,4e992d2c86036f55da158b6cd3bcc03f,2026-02-12 23:55:16.671978-05:00,92,37,window panel,"[5, 11]",,,no_aux_response,window panel,resultsPage
Baseline,2550c792-7378-4f37-bbf6-33d851919d08,582ce4ecca7f42ebc2961d6baf889873,85107675-c1f6-423d-a5a5-180d9100b8a3,77410d81bf4c794c62938abc183e8bd5,2026-02-12 23:55:19.215129-05:00,78,55,tile indow,,,,no_aux_response,tile indow,inlineSuggest
Baseline,2550c792-7378-4f37-bbf6-33d851919d08,582ce4ecca7f42ebc2961d6baf889873,5c3df80b-2257-49a5-89d6-4d6883df8adf,2c51fbb358fb1f9858b0956f5b9e6104,2026-02-12 23:55:19.224292-05:00,94,17,tile window,[1],,,no_aux_response,tile window,resultsPage
Baseline,ee73de06-6d3b-4d0d-9fcf-7010bee7bd7c,3314a64c1f60235c3e4e204126b2d5e2,ed34667f-c719-41a7-9798-e802d5e9897b,316ca956191c7a6b66110d2cbd0db2ff,2026-02-13 00:58:00.224689-05:00,74,26,drill heater,,,,no_aux_response,drill heater,inlineSuggest
Baseline,d2436941-ce78-42ea-add3-63abfd162f66,9188934f724984e221367f47f150cb1b,6fcc2446-dabd-4566-8fa6-38aea50efe74,12f079fe6da98f1c213faf8f31edd2f8,2026-02-13 04:13:56.447637-05:00,45,37,painting,,,,no_aux_response,painting,inlineSuggest
Alternate,5cd46703-8cf2-4a64-bd36-2fb0cba642fd,5b6c793b5cfbe12d6ff7b3b1c8c847a3,5e413efb-8d30-47c6-926c-c4819c3e969a,42ec45e2901226ea6eef177bed154da5,2026-02-13 05:16:48.100090-05:00,137,84,windo,,,,warm_store_hit,windo,inlineSuggest
Alternate,5cd46703-8cf2-4a64-bd36-2fb0cba642fd,5b6c793b5cfbe12d6ff7b3b1c8c847a3,7aba11e1-8e8d-4135-bf35-4bdb98f1d87f,9c1f3b60b409c14767992e84b498a483,2026-02-13 05:16:48.711529-05:00,192,1,cmedian special 36inches,,,,fresh_compute_saved,cmedian special 36inches,inlineSuggest
Alternate,5cd46703-8cf2-4a64-bd36-2fb0cba642fd,5b6c793b5cfbe12d6ff7b3b1c8c847a3,729e1890-b3ae-43b9-a9a7-ca23c71bac37,9a0eecfa729a5cd8c143e044224ff485,2026-02-13 05:16:50.679850-05:00,42,79,painting uammer,,,,warm_store_hit,painting uammer,inlineSuggest
Baseline,c633b644-fca8-4b2f-be77-454111b02686,c6dea7641e7d3d70e0b7aaccba0b5810,c8d1e06f-6e02-4cef-875f-52ea3299815d,d96f236bd2f1aed5f62f894a318e8f47,2026-02-13 08:41:05.415670-05:00,55,150,window,,,,no_aux_response,window,inlineSuggest
Baseline,c633b644-fca8-4b2f-be77-454111b02686,c6dea7641e7d3d70e0b7aaccba0b5810,f3e2c5b5-c095-4961-b815-94d4f38f8629,46969f065b08b09449981b1828d46ea7,2026-02-13 08:41:05.683336-05:00,90,17,comedian vancouver 10mm,,,,no_aux_response,comedian vancouver 10mm,resultsPage
Baseline,c633b644-fca8-4b2f-be77-454111b02686,c6dea7641e7d3d70e0b7aaccba0b5810,7db236a0-53d6-4b9c-942a-bac9c7eccb63,f15447d5d77172304e8156d05de5c6ba,2026-02-13 08:41:06.219374-05:00,67,37,tile winow,,,,no_aux_response,tile winow,inlineSuggest
Baseline,c633b644-fca8-4b2f-be77-454111b02686,c6dea7641e7d3d70e0b7aaccba0b5810,46b2cd7c-22d3-43a2-b2ac-e334ec07db4c,3913319f0d2216b1cff09992b98cb026,2026-02-13 08:41:07.298507-05:00,34,11,cabine roof,,,,no_aux_response,cabine roof,inlineSuggest
Baseline,c1b6ad4c-8964-42a9-9369-57336cc22f31,8e1a4f8fcfd66256d72fc87e7a8bbc33,9f978c35-6fb9-457c-a412-ecafe053e374,a8e90feae5dd82cc257ecd6bd1a4f34a,2026-02-13 10:20:04.163766-05:00,61,21,ladder window,[1],,,no_aux_response,ladder window,resultsPage
Alternate,877099ed-8dd3-465e-9ccf-22169b56ae91,76a54dcbe8f5034985f4c3c61cb462bc,b9d6962a-4934-4a72-a8bd-a19703bf847a,6b45c7c7e79998c3f97593b9bc69b312,2026-02-13 11:09:26.059241-05:00,223,19,plakn drywall,,,,fresh_compute_saved,plakn drywall,inlineSuggest
Alternate,877099ed-8dd3-465e-9ccf-22169b56ae91,76a54dcbe8f5034985f4c3c61cb462bc,28683536-5cf2-4d18-a9f4-0842ecacc96f,f308b96d74caacbe5b81ae59e15a54e3,2026-02-13 11:09:26.362760-05:00,67,21,plank drywall,,,,session_store_hit,plank drywall,resultsPage
Alternate,877099ed-8dd3-465e-9ccf-22169b56ae91,76a54dcbe8f5034985f4c3c61cb462bc,6fb15cf1-666b-4159-bb03-856ddb633cb2,9410f0f57d07f1a291d60c22d2bcf258,2026-02-13 11:09:28.781058-05:00,78,25,plank drywall,,,,no_aux_response,plank drywall,resultsPage
Alternate,3d023532-0dab-4e94-8885-b736c1afcfe1,c98888edd45d66a73f5744907db4818c,c1294da0-6920-4ccc-ae59-f6714a3aa067,66e65a0cc704f6de33fe360b1167a53c,2026-02-13 13:14:41.960656-05:00,117,13,mouse acer 12mm,,,,fresh_compute_saved,mouse acer 12mm,inlineSuggest
Alternate,3d023532-0dab-4e94-8885-b736c1afcfe1,c98888edd45d66a73f5744907db4818c,86a0608f-58d9-4023-898b-32236fe0f17e,97b91cb0c09510bff66e7c0abd4ceee7,2026-02-13 13:14:43.068586-05:00,89,27,semper vancouver 15lbs,"[3, 1, 2]",,,session_store_hit,semper vancouver 15lbs,resultsPage
Alternate,3d023532-0dab-4e94-8885-b736c1afcfe1,c98888edd45d66a73f5744907db4818c,9999b933-9e89-4b9a-a9d3-33f2a99c54bc,f45615af0aec2a484c12f81ce6592109,2026-02-13 13:14:43.366417-05:00,39,60,saw plumbing,,,,warm_store_hit,saw plumbing,inlineSuggest
Baseline,7fa1c108-2235-41ae-a02d-f3525809b462,be6d19c6224aa3df383ad471b91b4b4f,9584814f-7164-43d3-bd99-b049b2c4ef8b,b55596ca734e32a8560d63ed5188cc69,2026-02-13 13:42:34.486360-05:00,65,18,drill heaetr,,,,no_aux_response,drill heaetr,resultsPage
Baseline,7fa1c108-2235-41ae-a02d-f3525809b462,be6d19c6224aa3df383ad471b91b4b4f,b77fe92e-0102-4f5a-bfb7-16d4ae6a6785,028020253a5406f3405834fa28dea719,2026-02-13 13:42:35.115397-05:00,53,22,dill heater,,,,no_aux_response,dill heater,inlineSuggest
Alternate,12691d5d-74de-4a70-980d-1cf181b956e1,a3ea54477d28e8f8ac763e04d84dd07d,3ba01cc9-1274-4d7f-a591-bbecc1e63aed,3279d52e372fcf44b60aff52507ed58f,2026-02-13 15:42:09.155799-05:00,33,33,dishwasher window,,,,no_aux_response,dishwasher window,resultsPage
Baseline,09a9ab3f-224a-48f9-ad33-6c28ceb23613,d8f6817a88e3a3caa02c117bbe50ee47,326fa3b9-4ba0-4068-a266-73e3e525909e,3ff372739142aa0454fc20c4435854af,2026-02-13 17:19:11.114420-05:00,77,9,tile window,"[1, 2]",,,no_aux_response,tile window,resultsPage
Baseline,09a9ab3f-224a-48f9-ad33-6c28ceb23613,d8f6817a88e3a3caa02c117bbe50ee47,49da6972-8735-41cc-99f9-33b7e971237d,053212e24867413629b7f5a2a6ee848c,2026-02-13 17:19:12.290330-05:00,82,91,painting hamme,,,,no_aux_response,painting hamme,inlineSuggest
Baseline,09a9ab3f-224a-48f9-ad33-6c28ceb23613,d8f6817a88e3a3caa02c117bbe50ee47,29038a6f-7bf6-4524-b8ea-c4a5a9a2de0f,9b1d8dc8baa06634d5342330144d591b,2026-02-13 17:19:12.856272-05:00,81,91,rbacket drywall,,,,no_aux_response,rbacket drywall,inlineSuggest
Baseline,09a9ab3f-224a-48f9-ad33-6c28ceb23613,d8f6817a88e3a3caa02c117bbe50ee47,985803a3-e1a9-4c65-8797-2c005d7e0d17,af0231189f12b5f73b25f9a7c517cbdd,2026-02-13 17:19:13.222529-05:00,89,41,bracekt drywall,,,,no_aux_response,bracekt drywall,inlineSuggest
Baseline,09a9ab3f-224a-48f9-ad33-6c28ceb23613,d8f6817a88e3a3caa02c117bbe50ee47,105f42d2-3403-440a-97f0-e290574ef01a,096684a29c73cb958b6cfaad0143a793,2026-02-13 17:19:14.034463-05:00,72,1,mouse acer 12mm,,,,no_aux_response,mouse acer 12mm,resultsPage
Alternate,15f9ab90-084a-451e-ad6f-d47076e793d1,e8e5fa82bde50ae2478387a388170188,af7982d8-9282-4c15-aa75-0a3867908a51,208295b427a9af20aa5eb5fed6645970,2026-02-13 17:34:17.343114-05:00,92,14,insulation vinyl,,,,no_aux_response,insulation vinyl,inlineSuggest
Alternate,15f9ab90-084a-451e-ad6f-d47076e793d1,e8e5fa82bde50ae2478387a388170188,5e8ead6b-1b9f-4a31-9a6b-e9440fc0b3be,589b0becc48e6f8dc9e998cc6d164b4d,2026-02-13 17:34:17.933376-05:00,73,130,insulation vinyl,[3],,,warm_store_hit,insulation vinyl,resultsPage
Baseline,79089190-897e-45b2-8c2a-6df53a3d32b5,ee8d90caac22f6c70fb86232f44226aa,a4149aae-ca20-4a4a-9c50-583ed04ece94,6dfb82705ddf969617d953eed4ca0cf5,2026-02-13 18:15:05.312268-05:00,84,41,drill heater,"[2, 8]",,,no_aux_response,drill heater,resultsPage
Baseline,79089190-897e-45b2-8c2a-6df53a3d32b5,ee8d90caac22f6c70fb86232f44226aa,f210ecb8-9a58-44d4-a9a3-d3daa93f5140,464d47c4db3e36e92232e575bdd930fe,2026-02-13 18:15:06.661908-05:00,92,41,drill heatr,,,,no_aux_response,drill heatr,inlineSuggest
Baseline,79089190-897e-45b2-8c2a-6df53a3d32b5,ee8d90caac22f6c70fb86232f44226aa,a746bddd-df0a-4ca0-b9d4-10d994012e8c,4524af1bfbc8f75f16d481b0ff570641,2026-02-13 18:15:07.239461-05:00,75,20,drill heater,,,,no_aux_response,drill heater,inlineSuggest
Baseline,79089190-897e-45b2-8c2a-6df53a3d32b5,ee8d90caac22f6c70fb86232f44226aa,b3c95cb9-5b74-4f42-b41b-1d0d0ef21327,ad3660a52dd336d5b0a9fb9f7a45d230,2026-02-13 18:15:09.882411-05:00,37,11,drill heater,[3],,,no_aux_response,drill heater,resultsPage
Baseline,b421971d-63ef-4268-a2d8-3843d1e5c86a,7041452ce6e76594aec82faa3865ddf6,be7b4b6c-b38f-4d3d-bf1c-952697cf230d,3ad03eb2101fbcd998e14f8b35630461,2026-02-13 19:53:18.472839-05:00,47,56,hinge heater,[3],,,no_aux_response,hinge heater,resultsPage
Baseline,b421971d-63ef-4268-a2d8-3843d1e5c86a,7041452ce6e76594aec82faa3865ddf6,27bb0ae5-dd5b-4277-8190-a787255ac214,3d47f2380a043a1452199e070712f206,2026-02-13 19:53:18.983289-05:00,61,32,hnge heater,[10],,,no_aux_response,hnge heater,inlineSuggest
Alternate,30243c69-9b84-4920-b4e5-32e665286465,cc1fe0654facfaea5698acd96171eab8,1bd2791a-aca5-495b-9096-5e6227690118,cf75d47245a33d2c551a77b47191efdf,2026-02-13 20:08:30.836434-05:00,139,71,scriw shelf,,,,warm_store_hit,scriw shelf,inlineSuggest
Alternate,30243c69-9b84-4920-b4e5-32e665286465,cc1fe0654facfaea5698acd96171eab8,ef55ed13-c30e-4cea-9480-5e9bb2192668,a9f20a3ccf4d8be475a46410d90ec02f,2026-02-13 20:08:31.180653-05:00,32,42,sealant deck,[25],,,no_aux_response,sealant deck,resultsPage
Alternate,30243c69-9b84-4920-b4e5-32e665286465,cc1fe0654facfaea5698acd96171eab8,3d886d5b-97a9-4692-91bb-0d6591a18274,4740af52916d4d2f1f397aa3074a9954,2026-02-13 20:08:32.358295-05:00,52,111,painting shel,,,,no_aux_response,painting shel,inlineSuggest
Baseline,7a67c433-fb64-4d36-a41b-818b3d1c3442,1ae00ccb4b6c8ba2f8386de5baf0b791,462280e9-6ba0-422e-888e-b8c733efa883,fb6a4fa1f02998d90bdf9a644104c52a,2026-02-13 22:46:44.393810-05:00,114,17,rail cotton 20kg,,,,no_aux_response,trail cotton 20kg,inlineSuggest
Baseline,7a67c433-fb64-4d36-a41b-818b3d1c3442,1ae00ccb4b6c8ba2f8386de5baf0b791,8b7f3d87-f5cf-4102-8b15-bce3f61f2548,87cfc430819d3ae218cd8d93dd518ccb,2026-02-13 22:46:45.486958-05:00,63,16,trail,,,,no_aux_response,trail,inlineSuggest
Baseline,7a67c433-fb64-4d36-a41b-818b3d1c3442,1ae00ccb4b6c8ba2f8386de5baf0b791,b5734298-cb3b-49b7-9d15-91d663212852,ecc3ae1ce8a278b4d5c294a7d3d37fbd,2026-02-13 22:46:46.127187-05:00,83,13,trail cotton 20kg,,,,no_aux_response,trail cotton 20kg,resultsPage
Baseline,3623b88e-cfa0-4be3-ba12-986be0de3ce0,670d5ef17693ad7fc6536a793c548e52,0452e7c6-7bc1-44ff-982e-4cbb24ca3a39,3ff08bbf7d54239edfb6755b44649173,2026-02-14 00:10:24.906478-05:00,56,45,hnge wood,,,,no_aux_response,hnge wood,inlineSuggest
Baseline,3623b88e-cfa0-4be3-ba12-986be0de3ce0,670d5ef17693ad7fc6536a793c548e52,fa9cd1f7-c378-4c63-94e4-f5dc6dd55e69,6203ba630e104148dcc3c1b9a5226626,2026-02-14 00:10:24.984279-05:00,67,15,wrail loud 2.6,,,,no_aux_response,wrail loud 2.6,inlineSuggest
Baseline,3623b88e-cfa0-4be3-ba12-986be0de3ce0,670d5ef17693ad7fc6536a793c548e52,22479af4-c265-4c7b-bed0-266cbad6981d,f9a85b4997474eedda818e1cc78f7af0,2026-02-14 00:10:26.492078-05:00,49,23,painting hamme,,,,no_aux_response,painting hammer,inlineSuggest
Baseline,3623b88e-cfa0-4be3-ba12-986be0de3ce0,670d5ef17693ad7fc6536a793c548e52,a2ce2fe5-b16a-4c59-8ab4-342c5ca38f5c,79954c25dc159850ece90953bab510c9,2026-02-14 00:10:26.858204-05:00,57,3,paintign hammer,,,,no_aux_response,paintign hammer,inlineSuggest
Alternate,64cc9be5-1ba8-4a7e-8554-10abe0c51466,601afb0da22a93e6b8e95fe2f07b1f3d,891245c4-0727-4010-98c9-afddcfe34632,8feaf18f5c174c2c51215fbfd44bf872,2026-02-14 03:27:55.626873-05:00,114,52,drill soelf,,,,warm_store_hit,drill soelf,inlineSuggest
Alternate,64cc9be5-1ba8-4a7e-8554-10abe0c51466,601afb0da22a93e6b8e95fe2f07b1f3d,d3ee1c25-f856-4a52-b54c-4a6caab9f5a7,6d6a4f9ba4cef3a21591fe4f95d15d05,2026-02-14 03:27:56.395077-05:00,189,23,mouse acer 12mm,[1],,,fresh_compute_saved,mouse acer 12mm,resultsPage
Alternate,64cc9be5-1ba8-4a7e-8554-10abe0c51466,601afb0da22a93e6b8e95fe2f07b1f3d,c3485c7f-19cf-4aa1-8869-d678f8789960,ba34ca31572f835acc5439cd1982d898,2026-02-14 03:27:56.518675-05:00,70,51,window,,,,no_aux_response,window,inlineSuggest
Alternate,64cc9be5-1ba8-4a7e-8554-10abe0c51466,601afb0da22a93e6b8e95fe2f07b1f3d,52d3aadf-3cf2-410d-8e4f-5908705a67d5,88ebe314290b288b85fc0dbe0d5264f7,2026-02-14 03:27:56.944946-05:00,228,15,mouse acer 12mm,,,,fresh_compute_saved,mouse acer 12mm,inlineSuggest
Baseline,ffe13587-3f82-43bf-a32b-e95ca273dd67,65bae5247031218cd710228365e2b9c7,60b7cd9b-d2ec-4a7e-b679-66e8bfd38df0,3787aaba64fd74a1048129364b05a915,2026-02-14 06:34:37.179941-05:00,97,88,tile,"[3, 12]",,,no_aux_response,tile,resultsPage
Baseline,546351f1-5848-421e-9975-d2ebd07cecd2,0a121fd9f308892bc2cd6c0b7afcfc3a,2b2ef897-2a95-42e9-86fe-a16689a52a2c,33436b629fa7ebd47b334a0d990467e8,2026-02-14 07:44:42.821928-05:00,62,13,mouse acer 12mm,,,,no_aux_response,mouse acer 12mm,inlineSuggest
Baseline,546351f1-5848-421e-9975-d2ebd07cecd2,0a121fd9f308892bc2cd6c0b7afcfc3a,0a5d0987-e600-4f10-ad7b-943a87ff69a3,e275ea8d9d72a5131a9a2102a0a56423,2026-02-14 07:44:43.356005-05:00,69,119,doorwaf vinyl,,,,no_aux_response,doorwaf vinyl,inlineSuggest
Baseline,546351f1-5848-421e-9975-d2ebd07cecd2,0a121fd9f308892bc2cd6c0b7afcfc3a,1c5def39-3b37-41ee-b200-9de6f0f8d22b,49c4813a533e4be98b364427b81a9c0d,2026-02-14 07:44:43.414540-05:00,103,70,sealant wire,,,,no_aux_response,sealant wire,inlineSuggest
Baseline,546351f1-5848-421e-9975-d2ebd07cecd2,0a121fd9f308892bc2cd6c0b7afcfc3a,352d331c-6c90-4c8b-a11e-87b037d92d3e,1f6cb866ea95ac5c280c42034200c40e,2026-02-14 07:44:45.545264-05:00,40,22,selant wire,,,,no_aux_response,selant wire,inlineSuggest
Baseline,546351f1-5848-421e-9975-d2ebd07cecd2,0a121fd9f308892bc2cd6c0b7afcfc3a,84c370ac-2449-4ab2-b3d5-0e53061ba094,b32ec3a9d936f53bfb711d65a2c5c01b,2026-02-14 07:44:46.127996-05:00,51,67,sealant,,,,no_aux_response,sealant,inlineSuggest
Baseline,546351f1-5848-421e-9975-d2ebd07cecd2,0a121fd9f308892bc2cd6c0b7afcfc3a,dec3544a-8619-4853-955a-29cee74bb5c5,3afcf3e378eb626fec99d4218fb82c33,2026-02-14 07:44:46.177038-05:00,65,31,symolist accounts 2.6,,,,no_aux_response,symolist accounts 2.6,inlineSuggest
Alternate,e33f30fe-d7f4-4c25-bc71-d2571320902f,f5b40dbbc02e6d51b33c842cd11ab1c5,c3ffd860-62c2-405a-b214-7fd90315a8d7,8feae54201ed3cfa4a18500f85e8287a,2026-02-14 08:06:50.841158-05:00,114,34,mouse acer 12mm,,,,session_store_hit,mouse acer 12mm,resultsPage
Alternate,e33f30fe-d7f4-4c25-bc71-d2571320902f,f5b40dbbc02e6d51b33c842cd11ab1c5,d0aaab3d-dc04-4068-98df-0c82140b44ba,a04187638d7f4e7f8132a0e625a7ff2d,2026-02-14 08:06:51.041532-05:00,67,15,tile windo,,,,no_aux_response,tile windo,inlineSuggest
Baseline,af53c50e-5aaa-47c2-bc8c-858baf5be0a4,d9db51f52781a4e8132b794d0d530f96,d033784c-714f-48c6-b5d2-b0f48cc125bb,49b47c1d9c55d80741ab238919cf045d,2026-02-14 08:59:52.103445-05:00,39,11,plymouth carbon,,,,no_aux_response,plymouth carbon,resultsPage
Baseline,542da258-f11d-4831-b056-d15416162ef1,ebb6a8906da09dc7fa728b97c2c3f142,0c55dba0-07fe-4d4a-abe9-57e6ab89f4b6,ced942f8c3847bb33d70c32cdd62270f,2026-02-14 10:29:35.601261-05:00,46,33,painxing deck,,,,no_aux_response,painxing deck,inlineSuggest
Alternate,00990bc5-b990-40ca-aab3-3ebdbc53e49b,135eff1539e31bfa251d39b940b0bebc,2ab8eac2-869e-4c97-94b2-24f753f8825e,0306d071e3a66c2230e14be7945f0bf7,2026-02-14 17:59:07.116120-05:00,180,29,cannon us,,,,fresh_compute_saved,cannon us,inlineSuggest
Alternate,00990bc5-b990-40ca-aab3-3ebdbc53e49b,135eff1539e31bfa251d39b940b0bebc,e5197e25-b57f-4faf-adfa-272bd14815dd,2c4045bc4a6954762485c264f07042d3,2026-02-14 17:59:08.035820-05:00,147,3,cannonu sage,,,,fresh_compute_saved,cannon usage,inlineSuggest
Alternate,00990bc5-b990-40ca-aab3-3ebdbc53e49b,135eff1539e31bfa251d39b940b0bebc,c7fb9c31-924c-456f-83d4-16edc8854ccf,5e1907a080cb178bfae7b4b1414346d5,2026-02-14 17:59:08.186702-05:00,103,138,primer plumbing,"[1, 4, 2]",,,warm_store_hit,primer plumbing,resultsPage
Alternate,00990bc5-b990-40ca-aab3-3ebdbc53e49b,135eff1539e31bfa251d39b940b0bebc,0105b874-f9fe-4991-9a24-e5f900a0fe91,23768162236fc224b70730933b20eec7,2026-02-14 17:59:08.520380-05:00,109,312,tile win,,,,warm_store_hit,tile win,inlineSuggest
Alternate,c7b96c72-5272-46e5-8bd3-b760f4827d28,ac47be9215d08e247912c0a1be0fcc66,81ec5a71-5a89-4812-8a90-d30d08d8740c,efdad7466558a21cc2341422576cdfa9,2026-02-14 18:44:15.258174-05:00,158,36,hinge degk,[3],,,fresh_compute_saved,hinge degk,resultsPage
Alternate,c7b96c72-5272-46e5-8bd3-b760f4827d28,ac47be9215d08e247912c0a1be0fcc66,2b82dac7-fb9e-4861-be05-46c5a0f88ad7,e8756264305196e7780e886b17527b11,2026-02-14 18:44:15.672172-05:00,42,33,drill h,,,,no_aux_response,drill h,inlineSuggest
Alternate,c7b96c72-5272-46e5-8bd3-b760f4827d28,ac47be9215d08e247912c0a1be0fcc66,9ef7f0bd-9f95-4f99-8fea-5ce6bb8664e9,75b7897c8da2b86db549e293f71d6f1f,2026-02-14 18:44:15.897388-05:00,56,66,drill heater,[1],,,no_aux_response,drill heater,resultsPage
Alternate,94d7f8d1-a284-460b-a2a2-a60756876821,19028397cd49378e8da647aa1a45c92c,0cbcb2d1-05d8-42c5-801a-650fd5fdd6d3,8116dc2438afaf225563a1d2acddf18c,2026-02-14 19:06:49.689105-05:00,75,27,doorway vinyl,"[5, 12]",,,no_aux_response,doorway vinyl,resultsPage
Alternate,94d7f8d1-a284-460b-a2a2-a60756876821,19028397cd49378e8da647aa1a45c92c,68328d46-5301-43b2-9620-eff929cdb06d,fbe6434435f92428c8f5db47c49c33d2,2026-02-14 19:06:49.994193-05:00,83,50,doorway vinyl,,,,warm_store_hit,doorway vinyl,inlineSuggest
Alternate,94d7f8d1-a284-460b-a2a2-a60756876821,19028397cd49378e8da647aa1a45c92c,70699abe-8715-49ae-a209-8527639fcc0b,7dadc378846c6a6ee5df1cb4b012b55e,2026-02-14 19:06:51.331266-05:00,32,226,ladder vincl,,,,warm_store_hit,ladder vincl,inlineSuggest
