COHORT_ID,ACTOR_ID,SESSION_KEY,REQUEST_KEY,EVENT_KEY,REQUEST_TS,LATENCY_MS,ITEM_COUNT,INPUT_TEXT,ENGAGED_POSITIONS,ORDERED_POSITIONS,ORDER_VALUE,ALT_FLOW_STATUS,NORMALIZED_TEXT,TRIGGER_MODE
Alternate,31807abe-d4a1-430d-80d7-7e5d936cfa4a,88ab50df166dfada0c7f9666f7deb109,9f23dacf-2434-4243-8638-77ae39f31edb,f1a684a9392d0708c2ae76153fa3b048,2026-02-13 08:26:58.226895-05:00,42,64,painting,,,,no_aux_response,painting,inlineSuggest
Baseline,a3b4b49f-8ee9-41da-aba1-1b8417102967,d1dec427d3abd59b7624a99c362c6287,81396ed2-ce31-478c-b44d-0ae434f12713,e0d0c9e7685c47f68db1bc4ddfdc63ea,2026-02-13 08:47:48.976878-05:00,62,39,hinge deck,,,,no_aux_response,hinge deck,inlineSuggest
Baseline,a3b4b49f-8ee9-41da-aba1-1b8417102967,d1dec427d3abd59b7624a99c362c6287,c4671e2b-4e4b-4da9-bb50-bae763e2b4b3,713753357e87259bf8b8e8e13ecc51ed,2026-02-13 08:47:49.616013-05:00,71,19,hinge d,,,,no_aux_response,hinge d,inlineSuggest
Baseline,40d7cbd0-2dd9-4168-bbb2-67136b1eafab,8a7516cd87e30a7b3dc68c26181dc407,276e29a4-a449-462a-82ca-f10eeb3ccb05,1f9121031aaaa2a20216767cc7001fa8,2026-02-13 09:39:46.950896-05:00,47,10,semper premium 12mm,"[4, 6]",,,no_aux_response,semper premium 12mm,resultsPage
Baseline,40d7cbd0-2dd9-4168-bbb2-67136b1eafab,8a7516cd87e30a7b3dc68c26181dc407,21eaa7c6-ead3-4c28-a3ff-5e3f6bfb4437,6783457b57ee98119da25b0f6e076c99,2026-02-13 09:39:47.883969-05:00,35,83,dishwasher heater,,,,no_aux_response,dishwasher heater,inlineSuggest
Baseline,40d7cbd0-2dd9-4168-bbb2-67136b1eafab,8a7516cd87e30a7b3dc68c26181dc407,f8de32ec-be98-4ed2-a9ba-5058d9dafc03,230887d26f4d490b316e75fde8f3907f,2026-02-13 09:39:48.356476-05:00,64,15,smeper premium 12mm,,,,no_aux_response,smeper premium 12mm,inlineSuggest
Baseline,40d7cbd0-2dd9-4168-bbb2-67136b1eafab,8a7516cd87e30a7b3dc68c26181dc407,e9e379c9-52a1-4a52-92b1-b169312fc46e,5c18106a2ecef8296249bb048202aaf2,2026-02-13 09:39:49.141588-05:00,40,70,tile window,,,,no_aux_response,tile window,inlineSuggest
Baseline,90acd59b-66b4-4a6a-84a5-6304e8d3bb50,51555135efc31003752d43550cc343bc,1f54f21a-99bc-4a4d-b35e-bcab5094db76,68fa68c041d7252ca1e98060647e3835,2026-02-13 09:46:48.181054-05:00,59,9,mouse,,,,no_aux_response,mouse acer 12mm,inlineSuggest
Baseline,90acd59b-66b4-4a6a-84a5-6304e8d3bb50,51555135efc31003752d43550cc343bc,d81c4151-a33e-45e2-9959-55b527d5b2e2,fe695b6577b932658d60f16d965251e3,2026-02-13 09:46:48.282708-05:00,68,5,caulk drywall,[2],,,no_aux_response,caulk drywall,resultsPage
Alternate,c5b6e8e7-82c7-4eae-a771-6be8e075b0b7,beeda8a200852d2392d4a32699b4bed3,b45d9162-cc7c-4c1c-b392-7fdd069089d5,34fa6e9d290fa0e3eeec923f7ecebb52,2026-02-13 09:59:45.350141-05:00,69,29,plank plumbing,,,,no_aux_response,plank plumbing,resultsPage
Alternate,c5b6e8e7-82c7-4eae-a771-6be8e075b0b7,beeda8a200852d2392d4a32699b4bed3,c1dfdd40-fb4d-497b-b0bb-d4cb96b7f1d9,3d89d0ba53449e732f13f97f4337c940,2026-02-13 09:59:46.120157-05:00,68,81,drill,,,,no_aux_response,drill,inlineSuggest
Alternate,c5b6e8e7-82c7-4eae-a771-6be8e075b0b7,beeda8a200852d2392d4a32699b4bed3,75974b15-3af7-45e6-970b-730af9b1e9f0,8f87f55902c8fba9f47fe1d5b88db302,2026-02-13 09:59:46.529067-05:00,130,162,doorway f,,,,warm_store_hit,doorway f,inlineSuggest
Alternate,c5b6e8e7-82c7-4eae-a771-6be8e075b0b7,beeda8a200852d2392d4a32699b4bed3,53ac4103-03e5-4f35-a642-29e2b46abe45,e9b42b22ea0df42b9968942be0c7a784,2026-02-13 09:59:46.783294-05:00,106,161,doorwaywood,,,,warm_store_hit,doorwaywood,inlineSuggest
Alternate,c5b6e8e7-82c7-4eae-a771-6be8e075b0b7,beeda8a200852d2392d4a32699b4bed3,6802a9da-9607-46bf-8177-28c5fa478214,119a37458038d7641464355bc6f80c29,2026-02-13 09:59:48.223296-05:00,65,114,doorway wood,,,,warm_store_hit,doorway wood,resultsPage
Alternate,78933e82-a497-4959-93c2-40ca96da0ce4,20c2010615236f599f38a51c4643f399,f16860a2-fe2a-4cea-9d5d-407c2a86b7ad,d68b8a938a2f22b57edcf00af63fc5fc,2026-02-13 10:34:23.516203-05:00,77,8,semper premium 12mm,,,,fresh_compute_saved,semper premium 12mm,inlineSuggest
Alternate,78933e82-a497-4959-93c2-40ca96da0ce4,20c2010615236f599f38a51c4643f399,3fe5bff7-7256-47a1-9ee5-e959b908945f,534e77754a1087c859a1521690b02f0d,2026-02-13 10:34:24.371138-05:00,194,5,tile window,[1],,,fresh_compute_saved,tile window,resultsPage
Alternate,78933e82-a497-4959-93c2-40ca96da0ce4,20c2010615236f599f38a51c4643f399,e16dfcd6-4dd2-4f1c-98f9-1a0593f949da,2def05ca41e3e62df18e9c6d1fc55b31,2026-02-13 10:34:24.923348-05:00,22,106,tile window,"[1, 20, 3, 2]",,,no_aux_response,tile window,resultsPage
Alternate,78933e82-a497-4959-93c2-40ca96da0ce4,20c2010615236f599f38a51c4643f399,7e0467f1-4704-4384-9e1f-f524ca64db75,5b6b1570866eb9805fc43abb9612646b,2026-02-13 10:34:25.208688-05:00,100,124,tire window,,,,warm_store_hit,tire window,inlineSuggest
Alternate,78933e82-a497-4959-93c2-40ca96da0ce4,20c2010615236f599f38a51c4643f399,a7895586-0f60-4b37-b7cc-a94f0520e5e4,49b5125b4f85d29edccc0e7483f3292e,2026-02-13 10:34:25.572532-05:00,36,70,dril,,,,no_aux_response,dril,inlineSuggest
Alternate,78933e82-a497-4959-93c2-40ca96da0ce4,20c2010615236f599f38a51c4643f399,de6b71f1-8406-4d8a-8249-acb3d749773b,0cfa9a1c6915fcf56f3b17103fa0e368,2026-02-13 10:34:25.813593-05:00,96,22,drill heater,[2],,,no_aux_response,drill heater,resultsPage
Alternate,78933e82-a497-4959-93c2-40ca96da0ce4,20c2010615236f599f38a51c4643f399,ce201512-f8c3-4bbf-b016-dd03fd88cf20,32b802eaae6a995516df4f57461ea4fc,2026-02-13 10:34:28.825833-05:00,54,30,linge deck,,,,no_aux_response,hinge deck,inlineSuggest
Alternate,9f0360c1-245b-494a-9951-df9bfac0e9e3,83ed1b4eb1b9b7887a7728c085ff2720,29a9a1ba-0a2e-49d5-9052-d4623d3ec019,23b9704bccba43afb7fab81461983afb,2026-02-13 11:33:28.590802-05:00,125,4,mouse acer 12mm,[2],,,fresh_compute_saved,mouse acer 12mm,resultsPage
Alternate,9f0360c1-245b-494a-9951-df9bfac0e9e3,83ed1b4eb1b9b7887a7728c085ff2720,c4544e01-8261-46fd-8b3f-5339be09578f,e28767511a119435d548605def9ae850,2026-02-13 11:33:28.618985-05:00,293,16,songue dremium,,,,fresh_compute_saved,songue dremium,inlineSuggest
